,Customer ID,InvoiceDate,monetary,days_between_purchases
221,12457.0,2010-09-30,632.68,
222,12458.0,2010-08-09,380.61,
223,12458.0,2010-10-08,449.48,60.0
224,12459.0,2010-04-13,454.36,
225,12460.0,2010-09-09,326.65,
226,12466.0,2010-01-26,56.73,
227,12467.0,2010-10-12,132.8,
228,12468.0,2010-01-26,441.23,
229,12468.0,2010-04-09,1888.31,73.0
230,12468.0,2010-07-01,611.66,83.0
231,12469.0,2010-06-21,1956.84,
232,12469.0,2010-07-05,1113.7,14.0
233,12470.0,2010-01-19,211.95,
234,12471.0,2009-12-07,1176.02,
235,12471.0,2009-12-14,1290.27,7.0
236,12471.0,2009-12-18,13.5,4.0
237,12471.0,2009-12-21,801.4300000000001,3.0
238,12471.0,2010-01-11,471.33,21.0
239,12471.0,2010-01-26,550.11,15.0
240,12471.0,2010-02-09,368.15,14.0
241,12471.0,2010-02-28,523.05,19.0
242,12471.0,2010-03-10,384.5,10.0
243,12471.0,2010-03-25,898.4,15.0
244,12471.0,2010-03-26,19.8,1.0
245,12471.0,2010-04-14,814.89,19.0
246,12471.0,2010-04-26,956.9,12.0
247,12471.0,2010-05-17,648.58,21.0
248,12471.0,2010-06-07,1019.6999999999999,21.0
249,12471.0,2010-06-29,769.2,22.0
250,12471.0,2010-08-05,541.2,37.0
251,12471.0,2010-08-22,471.8,17.0
252,12471.0,2010-08-26,25.0,4.0
253,12471.0,2010-09-02,103.0,7.0
254,12471.0,2010-09-08,620.48,6.0
255,12471.0,2010-09-27,1422.78,19.0
256,12471.0,2010-10-04,909.48,7.0
257,12471.0,2010-10-05,35.0,1.0
258,12471.0,2010-10-07,336.37,2.0
259,12471.0,2010-10-13,1057.8,6.0
260,12471.0,2010-11-15,1772.3,33.0
261,12471.0,2010-11-30,2138.7,15.0
262,12472.0,2009-12-14,1286.43,
263,12472.0,2010-02-08,748.98,56.0
264,12472.0,2010-02-23,298.55,15.0
265,12472.0,2010-03-08,397.07,13.0
266,12472.0,2010-03-22,298.4,14.0
267,12472.0,2010-04-01,727.49,10.0
268,12472.0,2010-04-26,545.37,25.0
269,12472.0,2010-06-15,1796.48,50.0
270,12472.0,2010-07-12,664.58,27.0
271,12472.0,2010-08-24,866.8,43.0
272,12472.0,2010-09-30,753.4399999999999,37.0
273,12472.0,2010-11-08,1293.59,39.0
274,12472.0,2010-12-05,1631.3,27.0
275,12474.0,2010-02-11,158.7,
276,12474.0,2010-04-15,284.59,63.0
277,12474.0,2010-04-25,645.1,10.0
278,12474.0,2010-06-13,77.68,49.0
279,12474.0,2010-07-21,274.12,38.0
280,12474.0,2010-08-18,631.3299999999999,28.0
281,12474.0,2010-09-10,675.17,23.0
282,12474.0,2010-09-21,504.51,11.0
283,12474.0,2010-10-04,837.78,13.0
284,12474.0,2010-10-27,54.0,23.0
285,12474.0,2010-11-12,453.1,16.0
286,12474.0,2010-11-26,452.58,14.0
287,12475.0,2010-10-26,426.26,
288,12476.0,2010-07-26,1231.74,
289,12476.0,2010-09-14,783.29,50.0
290,12476.0,2010-09-28,739.13,14.0
291,12476.0,2010-10-07,90.0,9.0
292,12476.0,2010-10-19,1643.24,12.0
293,12476.0,2010-11-02,1769.77,14.0
294,12476.0,2010-11-07,951.82,5.0
295,12476.0,2010-11-08,90.0,1.0
296,12477.0,2010-03-26,2021.23,
297,12477.0,2010-07-02,2464.63,98.0
298,12477.0,2010-11-05,2570.77,126.0
299,12480.0,2010-07-20,451.9,
300,12480.0,2010-10-08,1012.15,80.0
301,12480.0,2010-11-05,719.1700000000001,28.0
302,12481.0,2010-04-11,2969.6,
303,12481.0,2010-04-12,306.0,1.0
304,12481.0,2010-09-15,1809.35,156.0
305,12481.0,2010-10-25,681.88,40.0
306,12481.0,2010-11-28,838.86,34.0
307,12481.0,2010-12-09,159.38,11.0
308,12482.0,2010-02-24,6437.76,
309,12482.0,2010-04-07,5478.0,42.0
310,12482.0,2010-04-18,5814.6,11.0
311,12482.0,2010-04-19,654.6,1.0
312,12482.0,2010-04-21,1749.68,2.0
313,12482.0,2010-05-12,3556.7599999999998,21.0
314,12483.0,2010-01-31,301.70000000000005,
315,12483.0,2010-02-10,87.4,10.0
316,12483.0,2010-03-10,430.0,28.0
317,12483.0,2010-03-16,46.8,6.0
318,12483.0,2010-04-23,281.0,38.0
319,12483.0,2010-06-09,206.20000000000002,47.0
320,12483.0,2010-09-14,417.2,97.0
321,12483.0,2010-09-29,115.60000000000001,15.0
322,12483.0,2010-11-02,429.70000000000005,34.0
323,12483.0,2010-11-26,320.0,24.0
324,12484.0,2010-01-27,565.3,
325,12484.0,2010-01-29,96.5,2.0
326,12484.0,2010-02-28,45.0,30.0
327,12484.0,2010-07-28,881.23,150.0
328,12484.0,2010-08-03,125.0,6.0
329,12484.0,2010-08-13,115.4,10.0
330,12485.0,2010-06-28,708.1,
331,12486.0,2010-10-04,1037.28,
332,12487.0,2009-12-09,285.29999999999995,
333,12490.0,2009-12-01,603.94,
334,12490.0,2010-01-31,320.26,61.0
335,12490.0,2010-02-04,51.0,4.0
336,12490.0,2010-02-09,534.26,5.0
337,12490.0,2010-03-04,202.35,23.0
338,12490.0,2010-03-09,400.2,5.0
339,12490.0,2010-05-07,435.15999999999997,59.0
340,12490.0,2010-07-15,509.0,69.0
341,12490.0,2010-09-06,434.02,53.0
342,12490.0,2010-10-03,373.86,27.0
343,12490.0,2010-11-26,541.6600000000001,54.0
344,12492.0,2010-11-01,452.0,
345,12494.0,2010-05-12,344.87,
346,12494.0,2010-10-24,224.3,165.0
347,12494.0,2010-12-09,57.6,46.0
348,12495.0,2010-03-09,357.4,
349,12496.0,2010-03-29,54.09,
350,12497.0,2010-03-05,1211.76,
351,12497.0,2010-11-04,3993.6400000000003,244.0
352,12499.0,2010-05-28,393.72,
353,12500.0,2010-02-04,401.43,
354,12500.0,2010-02-05,124.45,1.0
355,12500.0,2010-02-25,220.01000000000002,20.0
356,12500.0,2010-03-16,123.60000000000001,19.0
357,12500.0,2010-04-11,457.55,26.0
358,12500.0,2010-07-05,145.5,85.0
359,12500.0,2010-09-30,224.85,87.0
360,12503.0,2010-05-04,1126.0,
361,12504.0,2010-04-22,134.4,
362,12504.0,2010-10-18,162.60000000000002,179.0
363,12505.0,2010-10-27,955.2,
364,12507.0,2010-05-04,539.25,
365,12510.0,2009-12-04,435.88,
366,12510.0,2010-01-11,1410.99,38.0
367,12510.0,2010-01-22,1120.46,11.0
368,12510.0,2010-02-03,17.0,12.0
369,12510.0,2010-03-25,429.90000000000003,50.0
370,12510.0,2010-09-06,781.22,165.0
371,12511.0,2010-10-07,3084.02,
372,12514.0,2010-03-08,580.08,
373,12516.0,2010-04-19,689.46,
374,12516.0,2010-10-05,647.1,169.0
375,12519.0,2010-08-20,385.7,
376,12523.0,2009-12-07,74.56,
377,12523.0,2010-02-09,405.4,64.0
378,12523.0,2010-02-11,131.78,2.0
379,12523.0,2010-03-12,255.1,29.0
380,12523.0,2010-05-06,512.4300000000001,55.0
381,12523.0,2010-06-04,244.88,29.0
382,12523.0,2010-07-15,231.45000000000002,41.0
383,12523.0,2010-07-25,132.28,10.0
384,12523.0,2010-09-30,266.59000000000003,67.0
385,12523.0,2010-10-20,202.57999999999998,20.0
386,12523.0,2010-11-29,116.83,40.0
387,12523.0,2010-11-30,8.5,1.0
388,12524.0,2010-02-08,558.9,
389,12524.0,2010-03-08,703.1999999999999,28.0
390,12524.0,2010-03-24,1020.48,16.0
391,12524.0,2010-08-04,1108.8,133.0
392,12524.0,2010-09-06,468.0,33.0
393,12524.0,2010-09-20,1173.6100000000001,14.0
394,12524.0,2010-10-26,841.5,36.0
395,12524.0,2010-11-16,765.9,21.0
396,12525.0,2010-03-02,566.4300000000001,
397,12525.0,2010-06-01,147.4,91.0
398,12525.0,2010-07-29,259.9,58.0
399,12527.0,2010-06-28,301.8,
400,12527.0,2010-08-02,85.0,35.0
401,12529.0,2010-06-29,316.48,
402,12530.0,2010-03-07,357.0,
403,12530.0,2010-04-21,300.54,45.0
404,12530.0,2010-08-16,509.2,117.0
405,12530.0,2010-09-13,484.81,28.0
406,12530.0,2010-10-20,445.43,37.0
407,12531.0,2010-01-22,1807.98,
408,12533.0,2009-12-01,929.92,
409,12533.0,2010-03-22,437.96999999999997,111.0
410,12537.0,2010-10-27,732.94,
411,12538.0,2010-11-26,276.5,
412,12539.0,2009-12-23,5149.06,
413,12539.0,2010-09-15,497.34000000000003,266.0
414,12540.0,2009-12-07,412.6,
415,12540.0,2010-01-10,760.24,34.0
416,12540.0,2010-02-01,492.04,22.0
417,12540.0,2010-03-01,438.8,28.0
418,12540.0,2010-03-25,392.94,24.0
419,12540.0,2010-04-15,379.62,21.0
420,12540.0,2010-05-04,464.4,19.0
421,12540.0,2010-05-13,724.93,9.0
422,12540.0,2010-06-16,623.64,34.0
423,12540.0,2010-08-31,794.08,76.0
424,12540.0,2010-09-29,937.54,29.0
425,12540.0,2010-10-13,1340.42,14.0
426,12540.0,2010-11-04,475.95,22.0
427,12540.0,2010-11-26,617.05,22.0
428,12542.0,2010-03-09,364.79,
429,12542.0,2010-08-12,117.09,156.0
430,12543.0,2010-09-17,980.25,
431,12547.0,2010-07-27,175.78,
432,12549.0,2010-01-11,558.4200000000001,
433,12549.0,2010-01-12,5.0,1.0
434,12549.0,2010-01-27,595.95,15.0
435,12549.0,2010-05-11,324.51,104.0
436,12549.0,2010-05-13,91.8,2.0
437,12553.0,2010-10-12,537.99,
438,12553.0,2010-11-19,378.48,38.0
439,12554.0,2010-09-17,468.5,
440,12555.0,2010-01-26,129.23,
441,12557.0,2009-12-17,1952.64,
442,12557.0,2010-06-11,1708.56,176.0
443,12557.0,2010-10-03,2443.98,114.0
444,12557.0,2010-12-03,620.0,61.0
445,12562.0,2010-09-30,426.0,
446,12562.0,2010-11-19,759.18,50.0
447,12563.0,2010-10-27,249.24,
448,12567.0,2010-02-11,522.28,
449,12567.0,2010-05-06,348.85,84.0
450,12567.0,2010-06-29,260.6,54.0
451,12567.0,2010-08-09,845.17,41.0
452,12567.0,2010-11-16,389.3,99.0
453,12567.0,2010-12-05,1526.92,19.0
454,12567.0,2010-12-07,415.46000000000004,2.0
455,12568.0,2010-03-05,70.0,
456,12570.0,2010-01-26,77.52,
457,12573.0,2010-08-31,152.01999999999998,
458,12573.0,2010-10-11,165.46,41.0
459,12573.0,2010-11-21,126.11,41.0
460,12573.0,2010-11-23,113.28,2.0
461,12575.0,2010-07-01,341.8,
462,12575.0,2010-09-08,281.02,69.0
463,12576.0,2010-07-01,374.75,
464,12576.0,2010-09-07,180.87,68.0
465,12576.0,2010-11-12,271.27,66.0
466,12577.0,2009-12-03,210.55,
467,12577.0,2010-10-26,456.87,327.0
468,12577.0,2010-11-23,328.53,28.0
469,12578.0,2010-09-22,1011.86,
470,12578.0,2010-11-19,836.08,58.0
471,12580.0,2010-05-12,637.2,
472,12582.0,2010-05-11,837.11,
473,12582.0,2010-10-13,631.9300000000001,155.0
474,12583.0,2009-12-06,817.4399999999999,
475,12583.0,2010-02-25,592.05,81.0
476,12583.0,2010-04-01,714.0,35.0
477,12583.0,2010-05-06,471.76,35.0
478,12583.0,2010-05-21,300.6,15.0
479,12583.0,2010-06-03,339.59999999999997,13.0
480,12583.0,2010-07-07,554.8,34.0
481,12583.0,2010-08-15,283.8,39.0
482,12583.0,2010-09-14,523.8399999999999,30.0
483,12583.0,2010-10-03,614.06,19.0
484,12583.0,2010-11-10,358.25,38.0
485,12583.0,2010-11-19,740.0,9.0
486,12583.0,2010-12-01,855.86,12.0
487,12586.0,2009-12-16,422.35,
488,12586.0,2010-10-21,627.0500000000001,309.0
489,12586.0,2010-11-30,816.3299999999999,40.0
490,12588.0,2010-04-21,328.9,
491,12588.0,2010-11-05,414.98,198.0
492,12589.0,2010-01-19,715.5,
493,12589.0,2010-09-02,2273.5,226.0
494,12589.0,2010-10-14,1059.98,42.0
495,12591.0,2010-10-27,698.15,
496,12591.0,2010-11-14,201.15,18.0
497,12592.0,2010-07-08,2145.06,
498,12594.0,2010-03-03,154.14,
499,12594.0,2010-06-14,254.7,103.0
500,12594.0,2010-09-08,368.7,86.0
501,12594.0,2010-10-19,679.1500000000001,41.0
502,12594.0,2010-11-26,295.20000000000005,38.0
503,12595.0,2010-07-23,299.02,
504,12598.0,2010-03-01,629.39,
505,12598.0,2010-03-03,20.32,2.0
506,12598.0,2010-09-02,861.3,183.0
507,12599.0,2010-05-11,499.48,
508,12599.0,2010-06-09,89.2,29.0
509,12599.0,2010-08-25,158.28,77.0
510,12599.0,2010-10-12,153.9,48.0
511,12599.0,2010-11-07,208.8,26.0
512,12599.0,2010-11-23,154.48,16.0
513,12600.0,2009-12-07,285.9,
514,12600.0,2009-12-13,147.99,6.0
515,12600.0,2010-01-12,484.54,30.0
516,12600.0,2010-01-26,4.57,14.0
517,12600.0,2010-02-18,210.07000000000002,23.0
518,12600.0,2010-05-11,259.74,82.0
519,12600.0,2010-08-11,147.11,92.0
520,12600.0,2010-09-16,177.8,36.0
521,12600.0,2010-10-03,239.01000000000002,17.0
522,12600.0,2010-11-12,250.85000000000002,40.0
523,12600.0,2010-11-29,160.8,17.0
524,12600.0,2010-12-03,76.5,4.0
525,12601.0,2010-10-31,104.19999999999999,
526,12605.0,2010-09-07,256.99,
527,12605.0,2010-10-12,501.92,35.0
528,12605.0,2010-11-19,34.0,38.0
529,12605.0,2010-11-28,440.03999999999996,9.0
530,12606.0,2010-01-26,21.0,
531,12608.0,2010-10-31,415.79,
532,12609.0,2009-12-20,330.6,
533,12609.0,2010-04-01,389.95,102.0
534,12609.0,2010-05-27,305.2,56.0
535,12609.0,2010-07-29,441.81,63.0
536,12609.0,2010-10-01,388.9,64.0
537,12609.0,2010-11-30,452.55,60.0
538,12613.0,2009-12-14,1350.81,
539,12613.0,2010-04-09,392.62,116.0
540,12613.0,2010-06-16,787.17,68.0
541,12613.0,2010-08-17,509.95,62.0
542,12613.0,2010-11-16,450.14,91.0
543,12615.0,2010-03-18,1155.48,
544,12615.0,2010-07-23,1212.0,127.0
545,12615.0,2010-10-22,1082.31,91.0
546,12616.0,2010-11-16,417.8,
547,12619.0,2010-05-28,140.14,
548,12621.0,2010-02-09,274.44,
549,12621.0,2010-03-18,1048.08,37.0
550,12621.0,2010-05-06,948.13,49.0
551,12621.0,2010-05-23,295.85,17.0
552,12621.0,2010-06-20,805.74,28.0
553,12621.0,2010-07-09,702.9,19.0
554,12621.0,2010-08-02,215.42999999999998,24.0
555,12621.0,2010-08-03,732.61,1.0
556,12621.0,2010-08-25,289.63,22.0
557,12621.0,2010-08-26,699.8,1.0
558,12621.0,2010-09-14,672.85,19.0
559,12621.0,2010-10-22,1087.76,38.0
560,12621.0,2010-11-05,620.0,14.0
561,12621.0,2010-11-18,800.1,13.0
562,12621.0,2010-11-28,1428.21,10.0
563,12621.0,2010-12-09,464.61,11.0
564,12623.0,2010-01-12,1579.72,
565,12623.0,2010-03-02,344.1,49.0
566,12623.0,2010-04-20,414.77,49.0
567,12623.0,2010-06-13,381.2,54.0
568,12623.0,2010-08-31,360.8,79.0
569,12623.0,2010-10-19,362.15,49.0
570,12625.0,2010-04-22,969.69,
571,12625.0,2010-07-18,1511.37,87.0
572,12629.0,2010-10-12,704.36,
573,12629.0,2010-11-19,853.86,38.0
574,12631.0,2010-01-15,738.1800000000001,
575,12631.0,2010-04-21,926.23,96.0
576,12631.0,2010-06-13,534.14,53.0
577,12631.0,2010-09-09,642.52,88.0
578,12632.0,2010-05-24,394.32,
579,12632.0,2010-07-07,410.56,44.0
580,12633.0,2010-07-02,2216.39,
581,12633.0,2010-08-06,689.09,35.0
582,12633.0,2010-11-22,608.7,108.0
583,12634.0,2010-06-09,360.0,
584,12634.0,2010-06-22,130.0,13.0
585,12635.0,2010-09-09,731.33,
586,12635.0,2010-11-12,509.9,64.0
587,12636.0,2009-12-01,141.0,
588,12637.0,2010-06-14,697.84,
589,12637.0,2010-07-27,215.95,43.0
590,12637.0,2010-11-11,533.04,107.0
591,12637.0,2010-11-26,871.58,15.0
592,12638.0,2010-03-10,249.8,
593,12639.0,2010-03-22,253.57999999999998,
594,12639.0,2010-10-01,572.69,193.0
595,12643.0,2010-04-07,2213.2000000000003,
596,12643.0,2010-05-28,91.2,51.0
597,12643.0,2010-06-03,15.0,6.0
598,12643.0,2010-09-20,222.0,109.0
599,12643.0,2010-10-20,639.3,30.0
600,12643.0,2010-11-19,1825.08,30.0
601,12644.0,2010-01-14,671.9300000000001,
602,12644.0,2010-02-07,196.20000000000002,24.0
603,12644.0,2010-10-05,572.45,240.0
604,12645.0,2010-02-09,373.65,
605,12645.0,2010-03-03,473.09,22.0
606,12645.0,2010-09-01,446.98,182.0
607,12645.0,2010-10-26,470.40000000000003,55.0
608,12647.0,2010-01-13,1383.4099999999999,
609,12647.0,2010-02-01,274.9,19.0
610,12647.0,2010-02-03,20.4,2.0
611,12647.0,2010-02-09,892.72,6.0
612,12647.0,2010-02-23,5.1,14.0
613,12647.0,2010-02-25,309.6,2.0
614,12647.0,2010-03-05,394.35,8.0
615,12647.0,2010-03-18,560.98,13.0
616,12647.0,2010-04-01,627.8,14.0
617,12647.0,2010-04-20,581.15,19.0
618,12647.0,2010-05-13,755.42,23.0
619,12647.0,2010-05-21,1318.63,8.0
620,12647.0,2010-06-08,1778.35,18.0
621,12647.0,2010-06-29,237.6,21.0
622,12647.0,2010-07-23,566.95,24.0
623,12647.0,2010-08-19,671.25,27.0
624,12647.0,2010-09-05,619.14,17.0
625,12647.0,2010-09-09,288.0,4.0
626,12647.0,2010-10-12,741.88,33.0
627,12647.0,2010-11-12,665.7,31.0
628,12647.0,2010-11-19,539.4,7.0
629,12647.0,2010-12-05,372.0,16.0
630,12647.0,2010-12-07,596.8,2.0
631,12648.0,2010-01-07,205.75,
632,12648.0,2010-03-09,106.05,61.0
633,12648.0,2010-09-28,482.15,203.0
634,12649.0,2010-01-12,306.3,
635,12649.0,2010-01-15,79.19999999999999,3.0
636,12649.0,2010-05-05,396.3,110.0
637,12649.0,2010-10-12,393.59999999999997,160.0
638,12649.0,2010-11-22,495.74,41.0
639,12651.0,2010-08-31,99.0,
640,12651.0,2010-10-29,65.45,59.0
